Actual,Predict,Path,Sampling Rate
បាទ ហើយគ្រុនឈាមនេះដែរ បើសិនជាយើងព្យាបាលមិនទាន់ពេលវេលាទេ ធ្វើឲ្យមានគ្រោះថ្នាក់ដល់ជីវិត បាទ ធ្វើឲ្យមានគ្រោះថ្នាក់ដល់ជីវិត,ហើយគ្រុនឈាមីដែល ពួកសន្តិយើងព្យាបាលមិនទាន់ពេលវេលាតីធ្វើឱ្យមានគ្រោះថ្នាក់ដល់ជីវិតបានធ្វើឱ្យមានគ្រោះថ្នាក់ដល់ជីវិត,9_12.wav,16000
ទៅដោយព្រៃ បាទ ហើយសម្បូរមូសខាំ ដែលមូសព្រៃខាំ  បាទ ដែលមូលព្រៃខាំអីអញ្ចឹងទៅបានកើតជាគ្រុនចាញ់,ទៅដោយព្រៃសម្បូរមូលខាមដែលមូលព្រៃខាម៉ាន់ណាស់ ដែលមូលព្រៃខាមីចង្គកើតជាគ្រូនចាញ់,9_10.wav,16000
បាទ រីឯគ្រុនឈាមវិញ គឺវាបង្កបង្កើតឡើងដោយមូសខ្លាញី,បានរាជ្រានឆៀងមិញ ទឺវាបង្ករបង្កើតឡើងដែលមូលខ្លាញ់ញី,9_11.wav,16000
អាថ្នាំហ្នឹងទៅយកវាមកដាក់ចូលក្នុងទឹកលោកអ្នកហ្នឹង ប្រើប្រាស់  អញ្ចឹងទៅ អញ្ចឹងអត់មានដង្កូវទឹកទេ សត្វដង្កូវទឹកហ្នឹង នឹងត្រូវងាប់អស់ បាទ,អាធ្នឹមនឹងទៅ យកវាដាក់ចូលទឹកផលោកអ្នកផ្លើប្រាស់នឹងទៅ ចឹងអត់មានដង្គូវទាក់ទេ សត្វបង្គូរទិត្តនឹងត្រូវងាប់អស់,9_20.wav,16000
ហើយយើងដេកពេលថ្ងៃ អីហ្នឹង យើងត្រូវតែចងមុង ដើម្បីបង្ការកុំឲ្យមានមូសខ្លា មូសអីខាំអញ្ចឹងនាំតែកើតជំងឺ ហើយណាមួយវាមិនចំណេញទេ ធ្វើឲ្យសុខភាពយើងចុះខ្សោយផង,ហើយយើងដែលពេលថ្ងៃអ្នកយើងត្រូវតែចង់មុងដើម្បីបង្កើតការមានមុខខ្លះមុខអីខាំចង់មានតែការជាមួយនៅមិនចំណេញទេធ្វើឲ្យសោកភាពហ្នឹងចុះខ្សោយផង,9_21.wav,16000
យើងចេះមាន ទំនួលខុសត្រូវលើខ្លួនឯងច្បាស់លាស់ ដូច្នេះយើងអាចចំណេញទាំងពេលវេលា ចំណេញទាំងលុយ ហើយហ្នឹងមួយទៀត គឺយើងមានសុខភាពល្អទៀត,យើងជែមានទំនួលខ្លួនអាចទំនួលខុសត្រូវលើខ្លួនឯងច្បាស់លាស់ ដូច្នេះ យើងអាចចំនែងទាំងពេលវេលាយចំនែងទាំងលុយហ្នឹងមួយទៀតគឺយើងមានសុខភាពល្អទៀត,9_23.wav,16000
យើងចំណាយថវិកា មួយចំនួនហ្នឹងទៅលើពេទ្យផង បាទ ដូច្នេះប្រសិនជាមាន បើសិនជាយើងមានវិធីការពារគ្រប់គ្រាន់ បាទ,ជើងចំណាយថវិកម្មជាជំនួយនោះទៅលើពេត្តផង ដូចឆ្នេរពុះសិនជាមានបើស៊ើនយើងមានវិធីការពារគ្រប់គ្រាន់,9_22.wav,16000
សម្រាប់សម្លាប់សត្វល្អិត ដូចជាដង្កូវទឹក បាទ អាហ្នឹងពេលដែលវាតូច មិនទាន់កើតជាមូសយើងហៅវាថាដង្កូវទឹក ពេលដែលវាកើតចេញជាមូសហើយ យើងហៅវាថាមូសតែម្ដង,សម្រាប់ សម្លាប់សត្វល្អិតដូចជាទង្គូវតឹកអានឹងពេលដែលវាទូចមិនទាំងការជាមួយយើងក្រាវាថាទង្គូវតឹកពេលវាការចេញជាមុះខែជាមូសទាំរង់,9_19.wav,16000
បាទ ដូច្នេះខ្ញុំមានតែប៉ុណ្ណឹងទេ ដូច្នេះខ្ញុំសូមបញ្ចប់នូវរូប បាទ នូវការបកស្រាយនូវរដូវភ្លៀង បាទ តែត្រឹមនេះសិន បាទ សូមអរគុណ សូមជម្រាបលា,ដូច្នេះខ្ញុំមានតែប៉ុណ្ណឹងទេ ដូច្នេះខ្ញុំសូមបញ្ចប់នៅការបកស្លាយនៅរដូវភ្លាន បានត្រឹងដោយសិនបានសុមគន់សូមជម្រាប់លា,9_24.wav,16000
បាទ ហើយ ហើយទឹកនៅក្នុងពាង ឬមួយក៏ទឹកនៅក្នុងកន្លែងផ្សេងៗដែលយើងប្រើប្រាស់ដូចជាអាងទឹក ដូចជាទឹកអីហ្នឹង យើងត្រូវដាក់ថ្នាំម្យ៉ាងគឺសម្លាប់,ហើយទឹកនៅក្នុងពាង ឬមើលក៏ទឹកនៅក្នុងកន្លែងស៊ានដែលយើងប្រើបដូចជាអាងទឹកដូចជាទឹកអីនឹងយើងត្រូវដាក់ថ្នាំម្យានគឺតម្លាប់,9_18.wav,16000
បាទ មូសខ្លាញីហ្នឹងពេលដែល ពេលភ្លៀងធ្លាក់ឡើង គឺយើងមានជំងឺគ្រុនឈាម,មុខ្លានិងពេលដាក់ពេលភ្លាងធ្លាក់ឡើង គឺយើងមានជំងឺគ្រុនឈាម,9_8.wav,16000
បាទ គ្រុនចាញ់និងគ្រុនឈាម គឺខុសគ្នា គ្រុនចាញ់ គឺយើងទៅតំបន់មួយដែលសម្បូរទៅដោយភ្នំ,គ្រុនចាញ់គ្រុនឈាមគឺខុសគ្នាគ្រុនចាញ់គឺយើងទៅតំបន់មួយដែលសម្បូរត្រោយភ្នំ,9_9.wav,16000
ចំណុចមួយដែលខុសគ្នាខ្លាំងមែនទែនគឺត្រង់ថា ថ្នាក់បឋមសិក្សារបស់ខ្ញុំគឺស្ថិតនៅក្បែរផ្ទះរបស់ខ្ញុំ,ចាប់បើយដែលខុសគ្នាខ្លាំងបញ្តែង គឺត្រង់ថ្នាក់ថាមិចសិក្សារបស់ខ្ញុំគឺធិតនៅក្បាយផ្ទះរបស់ខ្ញុំ,11_4.wav,16000
អញ្ចឹងនៅក្នុងថ្នាក់វិទ្យាល័យរបស់ខ្ញុំ គឺខ្ញុំបានចាប់ផ្ដើមរៀនភាសាបារាំង ដែលកាលពីមុនគឺយើងអត់រៀនភាសាបារាំងទេនៅក្នុងថ្នាក់បឋមសិក្សា,ជាងនៅក្នុងថ្នាក់វិទ្យាល័យដបស់ខ្ញុំគឺខ្ញុំបានចាប់ផ្ដើមរៀនភាសាបារាំង ដែលកាលពីមុនគឺយើងអត់មាននរៀនវស្សាបារាំងដែរនៅក្នុងថ្នាក់ផ្ថំសិក្សា,11_20.wav,16000
ហើយដោយសារប្រទេសខ្មែរស្ថិតនៅក្រោមអាណានិគមបារាំងកាលពីមុន អញ្ចឹងនេះគឺជាមុខវិជ្ជាមួយដែលជាភាសាបរទេសមួយដែលយើងត្រូវរៀននៅថ្នាក់វិទ្យាល័យ,ហើយដោយសារប្រទេសខ្មែរថិតក្រោបបាលអានគុំបារាំងកាលពីមុនអញ្ចឹងនេះគឺជាមុខវិជ្ជាមួយដែលជាពិសារបស់រទេសមួយដែលយើងទៅរាននៅថ្នាក់វិទ្យាល័យ,11_21.wav,16000
ហើយខ្ញុំតែងតែធ្វើដំណើរដោយថ្មើរជើងគឺខ្ញុំដើរទៅសាលារៀនរៀងរាល់ថ្ងៃ,អោយខ្ញុំតែងដែលធ្វើដំណើរដោយថ្មារជើងគឺខ្ញុំដើរតែសាលារៀនត្រាងរាល់ថ្ងៃ,11_5.wav,16000
ដែលស្ថិតនៅឆ្ងាយពីផ្ទះ មានចំងាយរហូតទៅដល់ ៧ គីឡូម៉ែត្រ,ដែលច្ងាស់ឆ្ងាយពីផ្ទះមានចំណាយរហូតទៅដល់ ៧គីឡូម៉ែតែ,11_7.wav,16000
ហើយភាសាបារាំងនេះគឺរៀនតាំងពីថ្នាក់ទី ៦ រហូតដល់ថ្នាក់ទី ១២,ហើយភាសាបារាណនេះគឺរៀនតាមពីថ្នាក់ទី៦៦០ទាក់ទី១០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០០�,11_23.wav,16000
អញ្ចឹងគឺមុខវិទ្យាដែលថ្មីរបស់ខ្ញុំដែលខ្ញុំបានចាប់ផ្ដើមរៀនថ្មីគឺភាសាបរទេស គឺភាសាបារាំង ដែលខ្ញុំចាប់រៀនចាប់ពីថ្នាក់ទី ៦ ទៅ,អញ្ចឹងគឺមុខវិជ្ជាដាច់ថ្មីល្បស់ខ្ញុំ ដែលខ្ញុំបានចាប់ប្រាំរាណថ្មី គឺភាសាបរទេស គឺភាសាបារាំង ដែលខ្ញុំបានចាប់រៀនចាប់ពីធ្នាក់ទីប្រមួយទៅ,11_22.wav,16000
ក៏ប៉ុន្តែបន្ទាប់ពីខ្ញុំបានបន្ត ឬក៏បានបញ្ចប់ថ្នាក់បឋមសិក្សា ខ្ញុំត្រូវបន្តទៅរៀននៅថ្នាក់វិទ្យាល័យ,គោលប៉ុន្តែបន្តល់ពីខ្ញុំបានបន្ត ឬក៏បានបន្ចប់ថ្នាក់ បឋមិនសិក្សា ខ្ញុំត្រូវបន្តទៅរាននៅថ្នាក់វិទ្យាល័យ,11_6.wav,16000
ហើយនិងភាពដូចគ្នាផងដែរទៅនឹងថ្នាក់បឋមសិក្សា ថាតើថ្នាក់បឋមសិក្សា ហើយនិងថ្នាក់វិទ្យាល័យមានចំណុចអ្វីខ្លះដែលដូចគ្នា,ហ្នឹងភាពដូចគ្នាផងដែរទៅ និងថ្នាក់ថ្មស្រាប់ធ្នាក់ថ្មស្រាក់ថ្មវិធីល័យមានចំណុចអីខ្លះដែលដូចគ្នា,11_2.wav,16000
ហើយនិងមានចំណុចអ្វីខ្លះដែលផ្លាស់ប្ដូរ ហើយខុសពីថ្នាក់បឋមសិក្សា ហើយដូចជាខ្ញុំបានលើកមកពីមុនហើយថា,ហើយនឹងមានចំណុចអេចខ្លះដែលផ្លាស់ប្តូរហើយខុសពីថ្នាក់ប្រធំមិនសិក្សា ហើយដូរគេខ្ញុំបានលើកមកពីមុនហើយថា,11_3.wav,16000
អញ្ចឹងមុខវិជ្ជាគណិតវិទ្យា មុខវិជ្ជាជីវៈ មុខវិជ្ជាអក្សរសិល្ប៍ មុខវិជ្ជារូបវិទ្យា មុខវិជ្ជាគីមីវិទ្យា ហើយមុខវិជ្ជាគេហកិច្ច ហើយមុខវិជ្ជាមួយដែលថ្មីបំផុតនោះ គឺមុខវិជ្ជាភាសាបរទេស,ជាមុខវិជ្ជាកន្តិវិជ្ជា មុខវិជ្ជាជាវិជ្ជាសសើរ្តិ៍ មុខវិជ្ជាគីមីវិជ្ជាហើយមុខវិជ្ជាកីហាត់កិច្ច ០០០ ០០០០០០០០០០០០០កាន់នៅក៏វិជ្ជាភាសាបរទេស,11_19.wav,16000
ហើយការពិពណ៌នាទៅលើវិទ្យាល័យរបស់ខ្ញុំ ខ្ញុំនឹងបង្ហាញអំពីភាពខុសគ្នា,ហើយកាលពីព័ត៌ដែលនាទៅលើវិទ្យាល័យរបស់គ្ញាប់ខ្ញុំខ្ញុំបងហារញញញញ្ញុំពេលភាពខុសគ្នី,11_1.wav,16000
គណិតវិទ្យា ជីវវិទ្យា មុខវិជ្ជាអក្សរសិល្ប៍ ដូចជារៀនភាសាខ្មែរ រឿងនិទានអីផ្សេងៗ យើងហៅថាមុខវិជ្ជា អក្សរសិល្ប៍,គណិតវិទ្យាជាវិទ្យា មុខវិជ្ជាអាស័រស៊ើន ដូចជារៀនភាសាខ្មែររឿងនាក់ទៀតនេះព្យាយខ្ញុំអាស៊ីអាស៊ើន,11_18.wav,16000
﻿សូមជម្រាបសួរ នេះគឺជាការពិពណ៌នាបន្ថែមទៀតទៅលើប្រធានបទដែលមានចំណងជើងថា វិទ្យាល័យរបស់ខ្ញុំ,សិមជម្រាបស៊ូនេះជាកាលពីពាត់ដំនានរបន្ថែមទៀត ទៅលើបប្រធានបទដែលមានចំណងជើងថាវិទ្យាល័យរបស់ខ្ញោម,11_0.wav,16000
ហើយខ្ញុំក៏សូមបញ្ចប់ការពិពណ៌នាទៅលើ មុខវិជ្ជាផ្សេងៗនៅក្នុងថ្នាក់វិទ្យាល័យរបស់ខ្ញុំដោយប៉ុណ្ណេះដែរ សូមអរគុណ,ហើយខ្ញុំក៏សុមច្ចប់ការពិចពាត់រណៀរគឺលើមុខវិជ្ជាផ្សេងៗនៅថ្នាក់វិទ្យាល័យរបស់ខ្ញុំឲ្យប្រណែដែលអាចសុបអគុណ,11_24.wav,16000
ហើយយើងឃើញថាមុខវិជ្ជាទាំងនោះ មានរួមដូចជា មុខវិជ្ជាដែលខ្ញុំរៀននៅថ្នាក់វិទ្យាល័យមានមុខវិជ្ជា គណិតវិទ្យា។,ហើយឃើញថាមកប្រជាទាក់នោះមានរួមជាមុខប្រជាដែលខ្ញុំរានៅថ្នាក់ប្រជាឡើយមានប្រជាគេគណិតវិជ្ជា,11_15.wav,16000
ពេលដែលយើងឡើងដល់ថ្នាក់វិទ្យាល័យ គឺយើងចាប់ផ្ដើមរៀនមុខវិជ្ជានោះ,ពេលដែលយើងឡើងទៅដល់ធ្នាក់វិទ្យាល័យគឺ ញើញចាប់ផ្ដើរមុខបញ្ជា,11_14.wav,16000
គណិតវិទ្យាគឺជាមុខវិជ្ជាមួយដែលផ្ដោតទៅលើលេខ យើងរៀនលេខ [ប៉ុន្តែ?]មុខវិជ្ជានេះគឺរៀនបន្ថែម ហើយកាន់តែពិបាកជាងថ្នាក់បឋមសិក្សា,នៅតែប្រជាគឺជាមុខបញ្ជាមួយដែលផ្ដោតទៅលើលែក រៀនលែកក៏ទេមុខប្រជាននេះគឺរាជ្របន្ថែមហើយកាន់ដែលវិបាកជាងដាក់ដ្ឋាមិនសុស្សសា,11_16.wav,16000
អញ្ចឹងមានមុខវិជ្ជាគណិតវិទ្យា មានមុខវិជ្ជាជីវវិទ្យា អញ្ចឹងជីវវិទ្យាគឺសិក្សាទៅលើជីវសាស្ត្រ ជីវិតរស់នៅ រូបរាងកាយ អញ្ចឹងគឺហៅថាមុខវិជ្ជាជីវវិទ្យា,ហើយមានមុខវិជ្ជាគណាស់វិជ្ជា ជិះវាក់វិជ្ជា ហើយនិងជិះវជ្ជាគឺសឹកសារទៅលើជិវិតស្តនៅរូបរាមការហើយហើយហើយមុខវិជ្ជាវាក់វិជ្ជា,11_17.wav,16000
គឺយើងរៀនមុខវិជ្ជានឹងដដែលយើងគ្រាន់តែរៀនបន្ថែមទៀត ហើយមុខវិជ្ជាមួយចំនួនគឺថ្មីដែលមិនដែលរៀនពីមុនមកទេនៅក្នុងថ្នាក់បឋមសិក្សា,គឺជាងរៀនមុខអាជ្រានអង្ដូរដែលទាំងផងដែររៀនបន្ថែមទៀត ហើយមុខអាជ្រាមុខចិនន្តគឺថ្មីដែលមិនដែលរៀនពីរម៉ូនមកទេសក្នុងថ្នាក់ថវសិក្សា,11_13.wav,16000
ហើយនិងមុខវិជ្ជានៅសាលារៀន។ មុខវិជ្ជានៅសាលារៀនគឺមានចំណុចមួយចំនួន មុខវិជ្ជាមួយចំនួនដែលបន្ត,ហើយនឹងមុខវិជ្ជានៃសាលារៀន មុខវិជ្ជានៃសាលារៀនគឺមានចំនិតមួយចំនួនមុខគឺមួយចំនួនដែរ,11_12.wav,16000
ហើយខ្ញុំត្រូវធ្វើដំណើរដោយជិះកង់ ដូច្នេះខ្ញុំជិះកង់រៀងរាល់ថ្ងៃទៅសាលារៀនគឺទៅវិទ្យាល័យរបស់ខ្ញុំ,ខ្ញុំត្រូវធ្វើដណាដោយជិះក៏ ដែលជិះក៏និយាយច្នេះធ្នឹងជិះក៏រៀងរដ្ឋថ្ងៃទៅសាលារៀនគឺទៅវិទ្យាល័យ,11_8.wav,16000
ហើយចំពោះសាលារៀនវិញគឺខុសគ្នាផងដែរដែលសាលារៀនវិទ្យាល័យគឺធំជាងមុន មានសិស្សច្រើនជាងមុន ហើយអាគារក៏ស្អាតជាងមុនដែរ,ហើយចាប់ពោះសាលារៀនហើយខុសគ្នាផងដាស្ដារៀនវិទ្យាល័យថមជាមុនមានសេសច្រើនជាមុនហើយអគ្រាក់ៗក៏សារជាមុនដែរ,11_10.wav,16000
នេះគឺជាចំណុចមួយដែលខុសគ្នាខ្លាំងមែនទែន,នេះគឺជាចំណុចដែលខុសគ្នាខ្លាំមែនទែន,11_9.wav,16000
គឺអាគារថ្មមានលក្ខណៈទំនើបជាងថ្នាក់បឋមសិក្សារបស់ខ្ញុំ ប៉ុន្តែបើយើងមើលទៅដូចជាទាក់ទងទៅនឹងមេរៀន,គឺអគារថ្មានអ្នកទន្នលើបជាងថ្នាក់ប្រថមស្សារបស់ខ្ញុំ តែវើយើងមើលតែជាតិតិងនៅហ្នឹងមានរៀន,11_11.wav,16000
បាទ ហើយកត្តាមួយទៀតហ្នឹង វាធ្វើឲ្យលូហ្នឹងវាមានលក្ខណៈស្ទះ បាទ លូហ្នឹងវាមានលក្ខណៈស្ទះ ហើយអញ្ចឹងទៅវាធ្វើឲ្យបរិស្ថានហ្នឹងគឺវាកខ្វក់តាមហ្នឹងដែរ,ហើយកត្តាមួយទៀតនោះវាធ្វើឲ្យលូវហ្នឹង វាមានលាក់អាស្ទះ លូវហ្នឹងវាមានលាក់អាស្ទះ ហើយអញ្ចឹងទៅវាធ្វើអោយបារដ្ឋានហ្នឹងក៏វាក៏ខ្វក្វាក់តើ,7_8.wav,16000
បើសិនជាលូស្ទះហើយ  ពេលដែលយើងធ្វើដំណើរទៅមកហ្នឹង វាធ្វើឲ្យមានការ បាទ ឡើងទឹក  ត្រឹមជង្គង់យើង  ឬមួយក៏ត្រឹមចង្កេះ,បើសិនជាលូស្ទាសហើយពេញអញ្ចឹងពេលរយើងធ្វើដំណើរទៅមកហ្នឹង វាធ្វើឱ្យមានការបានឡើងទឹកអីចឹងអញ្ចឹងយើងអីអញ្ចឹងមួយក៏ត្រឹមជាក់ែ,7_9.wav,16000
ធ្វើឲ្យយើងមានការពិបាកក្នុងការធ្វើដំណើរទៅមកៗ បាទ ហើយក៏មានការផ្ដល់ឲ្យ មានលក្ខណៈយឺត បាទ ព្រោះថាយើងចង់ទៅណាមួយ,ធ្វើអាយើងនឹងមានការពិបាកក្នុងការធ្វើដំណើរទៅមកទៅមកហើយក៏មានការផ្តល់ឱ្យដូចថាមានលក្ខណៈយឺត បានព្រោះថែយើងចង់ទៅណាមួយ,7_10.wav,16000
យើងមាន យើងចង់បានទៅទីនោះលឿន ប៉ុន្តែពេលដែលមានបញ្ហាលិចទឹកហើយ គឺវាធ្វើឲ្យយើងហ្នឹង បង្កើនភាពយឺតទៅវិញ បាទ បង្កើនភាពយឺតទៅវិញ,យើងចង់បានទៅទីនោះលឿន ប៉ុន្តែពេលដែលមានបញ្ហាលិចតឹងហើយ គឺវាធ្វើឲ្យយើងនឹងបង្កើនភាពយឺត្តន៍ទៅវិញបាន់បង្កើនភាពយឺត្តន៍ទៅវិញ,7_11.wav,16000
បាទ នៅក្នុងទីក្រុងភ្នំពេញ ក៏ដូចជានៅខេត្តសៀមរាប ប្រសិនជាមានភ្លៀងធ្លាក់មួយមេ ឬមួយក៏ពីរមេ,នៅក្នុងទីក្រុងភ្នំពេញក៏ដូចជានៅខេត្តសៀមរាប ពស្សិនជាមានភ្លាងធ្លាក់មួយមេរឬមួយក៏ពី,7_13.wav,16000
ដូច្នេះវាមិនមានផលល្អ ពេលដែលមានទឹកឡើង ឬមួយក៏ភ្លៀងខ្លាំងនោះទេ,ដូច្នេះវាមិនមានផល្អពេលមានទឹកឡើង នៅមួយក៏ភ្លៀងខ្លាំងនោះទេ,7_12.wav,16000
ហើយពេលដែលលិចទឹកនោះ គឺវាមិនបានផ្ដល់ចំណេញអីទេនៅទីក្រុង,ហើយពេលដែលលេចទឹកនោះវាគឺបានប្តល់ចំណេញឯកអីទេនៅទីក្រុម,7_16.wav,16000
ប៉ុន្តែវាបានបំផ្លាញទៅវិញ បាទ បំផ្លាញយ៉ាងមិច គឺ ពេលដែលភ្លៀងមក គឺវាបំផ្លាញផ្លូវ បាទ វាធ្វើឲ្យបាក់ផ្លូវ វាធ្វើឲ្យស្រុតដី បាទ វាធ្វើឲ្យយើងហ្នឹងយ៉ាប់ធ្វើដំណើរ បាទ,ប៉ុន្តែវាបានបំផ្លាញដែលវិញបំផ្លាញយ៉ាងមិចគឺពេលដែលភ្លាញមកគឺវាបំផ្លាញផ្លូវវាធ្វើអាចស្រដីបានវាធ្វើឲ្យយើងនឹងញាប់ធ្វើដំណើរបាន,7_17.wav,16000
ព្រោះថាពេលដែលមានភ្លៀងម្ដងៗ គឺមានលក្ខណៈ ដូចថានៅតំបន់ខ្លះ គឺវាលិចទឹក បាទ ហើយយើងយ៉ាប់ធ្វើដំណើរ,ព្រោះថាពេលដែលភ្លាងនងដង គឺមានលក្ខណៈដូចថានៅតំបន់ខ្លះគឺវាលេចទឹក ហើយយើងចាប់ធ្វើដំណើរ,7_15.wav,16000
គឺចាយលុយអស់ចំនួន ១០ ដុល្លារ អីអញ្ចឹងទៅ ដូច្នេះវាធ្វើឲ្យមានបញ្ហាក្រុមគ្រួសារ ជីវភាពក្នុងក្រុមគ្រួសារអីអញ្ចឹងទៅ,គឺចាយលុយអស់ចំនួនដល់ដុល្លារអ៊ីចឹងទៅ ដូច្នេះវាធ្វើឲ្យមានបញ្ហាក្រុមគ្រួសារជីវភាពក្នុងគ្រុមគ្រួសាយចាន់កៅ,7_29.wav,16000
