Actual,Predict,Path,Sampling Rate
យើងយកវាទៅកប់ ឬមួយក៏យកវាទៅដុតចោល បាទ ឬមួយក៏យើងចងថង់ដាក់វាឲ្យស្អាតអញ្ចឹងទៅ,ជាងយកវាទៅកប់រើមួយក៏យក៏វាអាធានទៅ,9_16.wav,16000
ពេលឡានសំរាមមកយក យើងបោះចូលទៅក្នុងឡានសំរាមគេតែម្ដង,ពេលឡើងសំរាមនាអ្នកម្រយកឺងបោះចូលទៅក្នុងឡើងសំរាមគេតែម្ដង,9_17.wav,16000
តែបើសិនជា ស្ត្រីនោះមានផ្ទៃពោះផង ដូច្នេះយើងតែគប្បីពិគ្រោះជាមួយនឹង doctor ឬមួយក៏អ្នកដែលមានជំនាញច្បាស់លាស់,តែបើសិនជាច្រត្រីនមានផ្ទៃពួកផងនោះឆ្នែកយើងតូវតែគាប់បីពីគ្រោះជាមួយនឹងដុកទ័រឬមួយក៏អ្នកដែលមានចំនាញបាស់នាស់,9_13.wav,16000
បាទ ហើយគ្រុនឈាមនេះដែរ បើសិនជាយើងព្យាបាលមិនទាន់ពេលវេលាទេ ធ្វើឲ្យមានគ្រោះថ្នាក់ដល់ជីវិត បាទ ធ្វើឲ្យមានគ្រោះថ្នាក់ដល់ជីវិត,ហើយគ្រូនឈៀមមានដែលមួយសិនជាយើងព្យាបាលមិនទាន់ពេលវេលាទេ ធ្វើឲ្យមានគ្រោះថ្នាក់ដល់ជីវិតបាន គ្រោះដល់ជីវិត,9_12.wav,16000
ទៅដោយព្រៃ បាទ ហើយសម្បូរមូសខាំ ដែលមូសព្រៃខាំ  បាទ ដែលមូលព្រៃខាំអីអញ្ចឹងទៅបានកើតជាគ្រុនចាញ់,ទៅដោយប្រីបាហើយសម្បូរមូខាមដែលមូលខាងដែលមួយខាងមួយខាងមូលខាងមួយខាងមួយចឹងទៅបង្កើតជាគ្រូតិចាញ,9_10.wav,16000
បាទ រីឯគ្រុនឈាមវិញ គឺវាបង្កបង្កើតឡើងដោយមូសខ្លាញី,រាឯក្រុនឈាមីញ ឬវាបង្កូវបង្កើតឡើងដោយមុខខ្លាងនី,9_11.wav,16000
អាថ្នាំហ្នឹងទៅយកវាមកដាក់ចូលក្នុងទឹកលោកអ្នកហ្នឹង ប្រើប្រាស់  អញ្ចឹងទៅ អញ្ចឹងអត់មានដង្កូវទឹកទេ សត្វដង្កូវទឹកហ្នឹង នឹងត្រូវងាប់អស់ បាទ,អាធ្នាំនឹងទៅ យកវាមាតាក់ចូលនឹងតឹកផលលោកអ្នកហ្នឹងប្រើប្រាស់មិនទៅអាត់ទេសព្វនឹងត្រូវមាប់អស់,9_20.wav,16000
ហើយយើងដេកពេលថ្ងៃ អីហ្នឹង យើងត្រូវតែចងមុង ដើម្បីបង្ការកុំឲ្យមានមូសខ្លា មូសអីខាំអញ្ចឹងនាំតែកើតជំងឺ ហើយណាមួយវាមិនចំណេញទេ ធ្វើឲ្យសុខភាពយើងចុះខ្សោយផង,ហើយយើងដេរពេលថ្ងៃអ្នឹងយើងត្រូវតែចុះមុនដើម្បីបង្ការកំឱ្យមានមុខខ្លាពួកឯខាមចឹងមានត្រូវជំងនេះធ្វើអោយសុខភាពភ័យយើងចុះខ្លោយផង,9_21.wav,16000
យើងចេះមាន ទំនួលខុសត្រូវលើខ្លួនឯងច្បាស់លាស់ ដូច្នេះយើងអាចចំណេញទាំងពេលវេលា ចំណេញទាំងលុយ ហើយហ្នឹងមួយទៀត គឺយើងមានសុខភាពល្អទៀត,យើងចេះមានទំនួលខុសត្រូវលើខ្លួនឯងច្បាស់លាស់ទូច្នេះយើងអាចំណិញទាំងពេលវេលា ចំណុញទាំងលុយនឹងមួយទៀតគឺយើងមានសុខភាពល្អទៀត,9_23.wav,16000
យើងចំណាយថវិកា មួយចំនួនហ្នឹងទៅលើពេទ្យផង បាទ ដូច្នេះប្រសិនជាមាន បើសិនជាយើងមានវិធីការពារគ្រប់គ្រាន់ បាទ,ជឿងចំណាយតវិការជំនួយនឹងទៅលើប៉ែតផងបាន ដូចឆ្នេះ បើសិនជាមានបុសសរឿងមានវិធីការពារគ្រប់គ្រាន់បាល,9_22.wav,16000
សម្រាប់សម្លាប់សត្វល្អិត ដូចជាដង្កូវទឹក បាទ អាហ្នឹងពេលដែលវាតូច មិនទាន់កើតជាមូសយើងហៅវាថាដង្កូវទឹក ពេលដែលវាកើតចេញជាមូសហើយ យើងហៅវាថាមូសតែម្ដង,សម្រាប់សម្លាប់សត្វល្អាតដូចជាទង្គឺតឹកិច្ចឹងបានឹងពេលដែលវាទូចមិនទាន់កើតជាមួយយើងហើយវាធានឹងគឺតឹកពេលដែលវាកើតចិញ្ញជាមួយយើងខាច់ជាមួយទៅម្ដង,9_19.wav,16000
បាទ ដូច្នេះខ្ញុំមានតែប៉ុណ្ណឹងទេ ដូច្នេះខ្ញុំសូមបញ្ចប់នូវរូប បាទ នូវការបកស្រាយនូវរដូវភ្លៀង បាទ តែត្រឹមនេះសិន បាទ សូមអរគុណ សូមជម្រាបលា,ដូចឆ្នេះខ្ញុំមានតំពេលនឹងទេ ដូចចេះខ្ញុំសូបញ្ចប់នូវរូបនូវការបក់ស្រាយនូវរដូវភ្លានបានទៅត្រឹងរសិនបាលផ្សូងមអរគុណសូមជាព្រាប់,9_24.wav,16000
បាទ ហើយ ហើយទឹកនៅក្នុងពាង ឬមួយក៏ទឹកនៅក្នុងកន្លែងផ្សេងៗដែលយើងប្រើប្រាស់ដូចជាអាងទឹក ដូចជាទឹកអីហ្នឹង យើងត្រូវដាក់ថ្នាំម្យ៉ាងគឺសម្លាប់,ហើយហើយទឹកនៅក្នុងពាងឬមួយគាត់នៅក៏នោងកន្លែងសេសដែលយើងប្រើបានដូចជាអាងទឹកដូចជាតិចាអាងទឹកដូចជាតិចាអីនឹង យើងត្រូវដាក់ថ្នាំម្យ៉ានគឺតម្លាប់,9_18.wav,16000
បាទ មូសខ្លាញីហ្នឹងពេលដែល ពេលភ្លៀងធ្លាក់ឡើង គឺយើងមានជំងឺគ្រុនឈាម,បានមុខហារងាយនឹងពេលដែលពេលភ្លាងខ្លាក់ឡើង គឺយើងមានជំងឺគ្រុនឈាម,9_8.wav,16000
បាទ គ្រុនចាញ់និងគ្រុនឈាម គឺខុសគ្នា គ្រុនចាញ់ គឺយើងទៅតំបន់មួយដែលសម្បូរទៅដោយភ្នំ,ខ្រុនចាញ់នឹងគ្រុនឈាមគ្រឹះគ្រុនចាញ់គ្រឹងចាញ់គឺនឹងទៅដំបន់មួយដែលសាំបូរត្តឲ្យភ្នំ,9_9.wav,16000
ចំណុចមួយដែលខុសគ្នាខ្លាំងមែនទែនគឺត្រង់ថា ថ្នាក់បឋមសិក្សារបស់ខ្ញុំគឺស្ថិតនៅក្បែរផ្ទះរបស់ខ្ញុំ,ដែលខុសគ្នាខ្លាំបញ្ចែតបានប្រាប់គ្រាប់គ្រាប់ព្ទះរបស់ខ្ញុំគឺត្រូវបែបានផ្ទះរបស់ខ្ញុំ,11_4.wav,16000
អញ្ចឹងនៅក្នុងថ្នាក់វិទ្យាល័យរបស់ខ្ញុំ គឺខ្ញុំបានចាប់ផ្ដើមរៀនភាសាបារាំង ដែលកាលពីមុនគឺយើងអត់រៀនភាសាបារាំងទេនៅក្នុងថ្នាក់បឋមសិក្សា,ចឹងនៅក្នុងផ្នាក់វិទ្យាល័យល្បស់ខ្ញុំគឺខ្ញុំបានចាប់ផ្ដើមរានភាសាបារាំង ដែលការពីមុនគឺនាងអារ្តាងដេលខ្នុងផ្នាប្រាំសាប់សាប់សាប់សាប់,11_20.wav,16000
ហើយដោយសារប្រទេសខ្មែរស្ថិតនៅក្រោមអាណានិគមបារាំងកាលពីមុន អញ្ចឹងនេះគឺជាមុខវិជ្ជាមួយដែលជាភាសាបរទេសមួយដែលយើងត្រូវរៀននៅថ្នាក់វិទ្យាល័យ,ហើយដោយសាប្រទេសខ្មែរធិតិក្រោមានអានិគម្លាំងកាប់ពីមុនអញ្ចឹងនេះគឺជាមុខ្ជាមួយដែរជាប៊ីសាបូរទេសមួយដាក់អាចឹងត្រូវរាននូវថ្នាក់វិទ្យាល័យ,11_21.wav,16000
ហើយខ្ញុំតែងតែធ្វើដំណើរដោយថ្មើរជើងគឺខ្ញុំដើរទៅសាលារៀនរៀងរាល់ថ្ងៃ,ហើយធ្ញុំតែងដែលធ្វើរំណាលដោយថ្មាអាចជើងគឺខ្ញុំដើរទៅសាលារៀនៗៗទៅរាល់ថ្ងាយ,11_5.wav,16000
ដែលស្ថិតនៅឆ្ងាយពីផ្ទះ មានចំងាយរហូតទៅដល់ ៧ គីឡូម៉ែត្រ,ដែលដែលឆ្ងារវាពាក្ទះមានចំណាអោយរហូតទៅដល់ក្រាំពេលគីឡូម៉ែរ,11_7.wav,16000
ហើយភាសាបារាំងនេះគឺរៀនតាំងពីថ្នាក់ទី ៦ រហូតដល់ថ្នាក់ទី ១២,ហើយវាសាបរាណនេះគឺរៀនតាំងវាច្នាក់ទីប្រាំមួយរហូតក្តុក្ដល់ថ្នាក់ទី 16,11_23.wav,16000
អញ្ចឹងគឺមុខវិទ្យាដែលថ្មីរបស់ខ្ញុំដែលខ្ញុំបានចាប់ផ្ដើមរៀនថ្មីគឺភាសាបរទេស គឺភាសាបារាំង ដែលខ្ញុំចាប់រៀនចាប់ពីថ្នាក់ទី ៦ ទៅ,ចាហ្គឺមុខជាក់ថ្មីរបស់ខ្ញុំ ដែលខ្ញុំបានចាប់រាំរៀនថ្មីគឺភាសាបរទេសគឺភាសាបរាណដែលខ្ញុំបានចាប់រាណចាប់ពីធានៈទីប្រមួយទៅ,11_22.wav,16000
ក៏ប៉ុន្តែបន្ទាប់ពីខ្ញុំបានបន្ត ឬក៏បានបញ្ចប់ថ្នាក់បឋមសិក្សា ខ្ញុំត្រូវបន្តទៅរៀននៅថ្នាក់វិទ្យាល័យ,គោលប៉ុន្តែបណ្តពីខ្ញុំបានបន្ត ឬក៏បានបញ្ចប់ថ្នាក់បាត់ថ្នាក់បាត់ថ្នាំងបន្តរាននៅថ្នាក់មានុស្សាល័យ,11_6.wav,16000
ហើយនិងភាពដូចគ្នាផងដែរទៅនឹងថ្នាក់បឋមសិក្សា ថាតើថ្នាក់បឋមសិក្សា ហើយនិងថ្នាក់វិទ្យាល័យមានចំណុចអ្វីខ្លះដែលដូចគ្នា,ហើយនឹងភាពដូចគ្នាផងដែរទៅ ហ្នឹងផ្នាក់បានធម្មជាក់ផ្ដឹងអាច្នឹងអាវិជ្ជាល័យមានចំណុចអីខ្លះដូចគ្នា,11_2.wav,16000
ហើយនិងមានចំណុចអ្វីខ្លះដែលផ្លាស់ប្ដូរ ហើយខុសពីថ្នាក់បឋមសិក្សា ហើយដូចជាខ្ញុំបានលើកមកពីមុនហើយថា,ហើយនឹងមានចាប់អិតអីខ្លះដែលផ្លាស់ប្ដូរខុសពីរណាប់ប្រធាប់បន្តិបដូចគេខ្ញុំបានលើកមកពីមុនហើយថា,11_3.wav,16000
អញ្ចឹងមុខវិជ្ជាគណិតវិទ្យា មុខវិជ្ជាជីវៈ មុខវិជ្ជាអក្សរសិល្ប៍ មុខវិជ្ជារូបវិទ្យា មុខវិជ្ជាគីមីវិទ្យា ហើយមុខវិជ្ជាគេហកិច្ច ហើយមុខវិជ្ជាមួយដែលថ្មីបំផុតនោះ គឺមុខវិជ្ជាភាសាបរទេស,ចឹងមុខជាកនរវិជ្ជាមុខជាជីវ៉ាក់មុខជារូបិទ្យា មុខជារូបិទ្យា មុខជា ឬបិទ្យា មុខជាមួយដាយថ្មីគុឆិភាសាបរទេស,11_19.wav,16000
ហើយការពិពណ៌នាទៅលើវិទ្យាល័យរបស់ខ្ញុំ ខ្ញុំនឹងបង្ហាញអំពីភាពខុសគ្នា,ហើយកាបវិបឌិនាតិចលើបានច្រើនាគ្រាមនឹងបង្ហារខ្ញុំហាស់ខាងគ្នា,11_1.wav,16000
គណិតវិទ្យា ជីវវិទ្យា មុខវិជ្ជាអក្សរសិល្ប៍ ដូចជារៀនភាសាខ្មែរ រឿងនិទានអីផ្សេងៗ យើងហៅថាមុខវិជ្ជា អក្សរសិល្ប៍,គិណិវជ្ជាជីវាអ្វិជ្ជាមុខជាជាពិជ្ជារៀនភាសាខ្មែរឬនិក្ជាអ្វាជ្ជាអ្វីសារខ្មែរ ឬនិកទៀតនិចេកញ្ចិញ្ចាច់អាច្រើនបុខ្ជាអ្វិសារអ្វីស,11_18.wav,16000
﻿សូមជម្រាបសួរ នេះគឺជាការពិពណ៌នាបន្ថែមទៀតទៅលើប្រធានបទដែលមានចំណងជើងថា វិទ្យាល័យរបស់ខ្ញុំ,សូមជំរាប់សួរ នេះជាកាលពីព័ត៌មានថែមទៀត លើប្រធាតុអាបទាំអាជំណងជើញថ្ងាវិទ្យាល័យរបស់ខ្ញោះ,11_0.wav,16000
ហើយខ្ញុំក៏សូមបញ្ចប់ការពិពណ៌នាទៅលើ មុខវិជ្ជាផ្សេងៗនៅក្នុងថ្នាក់វិទ្យាល័យរបស់ខ្ញុំដោយប៉ុណ្ណេះដែរ សូមអរគុណ,ហើយខ្ញុំក៏សុំវចប់កាបពិបរិននាគ្រលើមុខវិជ្ជាផ្សេងៗនៅក្នុងខ្នាក់វិជ្ជាលៃរបស់ខ្ញុំឱ្យប្រនេះដាឯងសប្បអរគុណ,11_24.wav,16000
ហើយយើងឃើញថាមុខវិជ្ជាទាំងនោះ មានរួមដូចជា មុខវិជ្ជាដែលខ្ញុំរៀននៅថ្នាក់វិទ្យាល័យមានមុខវិជ្ជា គណិតវិទ្យា។,ហើយគ្រានថា មុខជាអាជាជាអាជាជាអ្នកមុខជាអ្នកខ្ញុំរាននៅថ្នាក់ វាជាលៅអាចមុខជាជាគេនិតបិទ្យា,11_15.wav,16000
ពេលដែលយើងឡើងដល់ថ្នាក់វិទ្យាល័យ គឺយើងចាប់ផ្ដើមរៀនមុខវិជ្ជានោះ,ពេលដែលយើងដល់ដល់ធនៈវិទ្យាល័យគឺ ញុះចាប់ផ្ដើមវិរានមុខជានុ,11_14.wav,16000
គណិតវិទ្យាគឺជាមុខវិជ្ជាមួយដែលផ្ដោតទៅលើលេខ យើងរៀនលេខ [ប៉ុន្តែ?]មុខវិជ្ជានេះគឺរៀនបន្ថែម ហើយកាន់តែពិបាកជាងថ្នាក់បឋមសិក្សា,ដែលវិជ្ជា គឺជាមុខវិជ្ជាមួយដែលប្រើបដោយទៅលើអ្វីរៀនលេខ្លួនទេ គឺរាបន្ថែមហើយកាន់ដែលវិបាកជាងណាក់ប្រាមសិស្សា,11_16.wav,16000
អញ្ចឹងមានមុខវិជ្ជាគណិតវិទ្យា មានមុខវិជ្ជាជីវវិទ្យា អញ្ចឹងជីវវិទ្យាគឺសិក្សាទៅលើជីវសាស្ត្រ ជីវិតរស់នៅ រូបរាងកាយ អញ្ចឹងគឺហៅថាមុខវិជ្ជាជីវវិទ្យា,មានមកជាកនៅវិជាមានវិជ្ជា ជាវិជ្ជាមានជាម្ជាក្រីកវិជ្ជាក្រឹកជាជាមានជាក្រីកវិជ្ជាក់ជាមានជាមានជា,11_17.wav,16000
គឺយើងរៀនមុខវិជ្ជានឹងដដែលយើងគ្រាន់តែរៀនបន្ថែមទៀត ហើយមុខវិជ្ជាមួយចំនួនគឺថ្មីដែលមិនដែលរៀនពីមុនមកទេនៅក្នុងថ្នាក់បឋមសិក្សា,ជាង្រៀនមុខជាងអាជាងអាជាមួយជាមួយចិត្ដនូនគឺថ្មីដែលមិនដារៀនពីមុនមកទេរឬខ្លាំងធានក់ប្រថបសិកសា,11_13.wav,16000
ហើយនិងមុខវិជ្ជានៅសាលារៀន។ មុខវិជ្ជានៅសាលារៀនគឺមានចំណុចមួយចំនួន មុខវិជ្ជាមួយចំនួនដែលបន្ត,ហើយនឹងមុខវិជ្ជានៅសាលារៀន មុខជារនៃសាលារៀន គឺមានចាប់មួយចំនួនមុខជាមួយចំនួនដែរ,11_12.wav,16000
ហើយខ្ញុំត្រូវធ្វើដំណើរដោយជិះកង់ ដូច្នេះខ្ញុំជិះកង់រៀងរាល់ថ្ងៃទៅសាលារៀនគឺទៅវិទ្យាល័យរបស់ខ្ញុំ,ដោយគ្រាន់តែធ្វើរំណាស់ដោយវាជិះក៏រានរាល់ថ្ងៃទៅសាលារៀនជាពូទៅវិទ្យាលាយសបោះខ្ញុំ,11_8.wav,16000
ហើយចំពោះសាលារៀនវិញគឺខុសគ្នាផងដែរដែលសាលារៀនវិទ្យាល័យគឺធំជាងមុន មានសិស្សច្រើនជាងមុន ហើយអាគារក៏ស្អាតជាងមុនដែរ,ហើយជាពលសាលារៀនខុសគ្នាផងដែរដែរ សាលារៀនវិទ្យាល័យគ្រឹមជាមុនមានសេសច្រើនជាមុនសហើយអាគ្រាក់សាប់ជាមុនដែរ,11_10.wav,16000
នេះគឺជាចំណុចមួយដែលខុសគ្នាខ្លាំងមែនទែន,នេះគឺជាចំណុចប្អូវដែលខុសគ្នាខ្លាំបានទែន,11_9.wav,16000
គឺអាគារថ្មមានលក្ខណៈទំនើបជាងថ្នាក់បឋមសិក្សារបស់ខ្ញុំ ប៉ុន្តែបើយើងមើលទៅដូចជាទាក់ទងទៅនឹងមេរៀន,គឺគាត់ថ្មរមានអ្នកក្នាក់ទំនើបជាអ្នកប្រធម្មសាសារបស់ខ្ញុំ តែវិយាមើលទៅជាទាក់ទងនៅនឹងមេរៀត,11_11.wav,16000
បាទ ហើយកត្តាមួយទៀតហ្នឹង វាធ្វើឲ្យលូហ្នឹងវាមានលក្ខណៈស្ទះ បាទ លូហ្នឹងវាមានលក្ខណៈស្ទះ ហើយអញ្ចឹងទៅវាធ្វើឲ្យបរិស្ថានហ្នឹងគឺវាកខ្វក់តាមហ្នឹងដែរ,ហើយកត្តើមួយទៀតនាំងវាធ្វើឲ្យលូវហ្នឹងវាមានលក្ខណៈស្ទាស់ លូវហ្នឹងវាមានលក្ខណៈស្ទាស់ ហើយចឹងទៅវាធ្វើឱ្យប្រថានឹងក៏វាគ្រាក់ខ្វាក់តើនឹងដែរ,7_8.wav,16000
បើសិនជាលូស្ទះហើយ  ពេលដែលយើងធ្វើដំណើរទៅមកហ្នឹង វាធ្វើឲ្យមានការ បាទ ឡើងទឹក  ត្រឹមជង្គង់យើង  ឬមួយក៏ត្រឹមចង្កេះ,មុស្សិនជាលូសស្ទាហើយពេញចឹងពេលរិយាងធ្វើដំណើរទៅមកនឹង វាធ្វើឲ្យមានការបាតឡើងតឹកឯងអញ្ចឹងនឹងអញ្ចឹងរើមួយគាត់ត្រឹមជាកេស,7_9.wav,16000
ធ្វើឲ្យយើងមានការពិបាកក្នុងការធ្វើដំណើរទៅមកៗ បាទ ហើយក៏មានការផ្ដល់ឲ្យ មានលក្ខណៈយឺត បាទ ព្រោះថាយើងចង់ទៅណាមួយ,ធ្វើឲ្យយើងនឹងមានកាលវិបាក្នុងការធ្វើដំណើរតូវមកទៅមក បាន ហើយក៏មានការផ្តល់ឱ្យដីថាមានលក្ខណៈយឺតបារប់វើថៃយើងសង់ទៅណាមួយ,7_10.wav,16000
យើងមាន យើងចង់បានទៅទីនោះលឿន ប៉ុន្តែពេលដែលមានបញ្ហាលិចទឹកហើយ គឺវាធ្វើឲ្យយើងហ្នឹង បង្កើនភាពយឺតទៅវិញ បាទ បង្កើនភាពយឺតទៅវិញ,ដូចធៀវមានយើងចង់បានទៅទីនុងលឿនប៉ុន្តែពេលដែលមានបញ្ហាលិចតដ្ឋាលគឺវាធ្វើឲ្យយើងនឹងបង្កើនភាពយឺតូវិញបាបង្កើនភាពារទៅវិញ,7_11.wav,16000
បាទ នៅក្នុងទីក្រុងភ្នំពេញ ក៏ដូចជានៅខេត្តសៀមរាប ប្រសិនជាមានភ្លៀងធ្លាក់មួយមេ ឬមួយក៏ពីរមេ,នៅក្នុងទីក្រុងភ្នំពេញក៏ដូចជានូវខេត្តសៀមរាប ព្រសិនជាមានភ្លៀងធ្លាក់មួយមេរឺមួយក៏ពីមេ,7_13.wav,16000
ដូច្នេះវាមិនមានផលល្អ ពេលដែលមានទឹកឡើង ឬមួយក៏ភ្លៀងខ្លាំងនោះទេ,ទូច្នេះវាមិនមានផលល្អពេលដែលមានទឹកឡើងនូវមួយក៏ភ្លៀងខ្លាំងអូទេ,7_12.wav,16000
ហើយពេលដែលលិចទឹកនោះ គឺវាមិនបានផ្ដល់ចំណេញអីទេនៅទីក្រុង,ហើយពេលដែលលេចតិត្តនោះគឺវាមិនបានផ្តល់ចំណាញ់អីទេនៅទីក្រុង,7_16.wav,16000
ប៉ុន្តែវាបានបំផ្លាញទៅវិញ បាទ បំផ្លាញយ៉ាងមិច គឺ ពេលដែលភ្លៀងមក គឺវាបំផ្លាញផ្លូវ បាទ វាធ្វើឲ្យបាក់ផ្លូវ វាធ្វើឲ្យស្រុតដី បាទ វាធ្វើឲ្យយើងហ្នឹងយ៉ាប់ធ្វើដំណើរ បាទ,ប៉ុន្តែវាបានបំផ្លាញត្រូវិញបានបំផ្លាញយើងម៉េចទៅបេរដែលភ្លានមក ឬវាបំផ្លាញផ្លូវបានវាធ្វើឱ្យស្រុតនីបានវាធ្វើឲ្យជើងនឹងយាប់ធៜដំណើរបាន,7_17.wav,16000
ព្រោះថាពេលដែលមានភ្លៀងម្ដងៗ គឺមានលក្ខណៈ ដូចថានៅតំបន់ខ្លះ គឺវាលិចទឹក បាទ ហើយយើងយ៉ាប់ធ្វើដំណើរ,ព្រោះថាពេលដែលភ្លាមនងដង គឺមានអ្នកណាក់ដូចថានូវតំបង់ខ្លះគឺវាលិចទឹកបារហើយើងយាប់ធ្វើដំណើរ,7_15.wav,16000
គឺចាយលុយអស់ចំនួន ១០ ដុល្លារ អីអញ្ចឹងទៅ ដូច្នេះវាធ្វើឲ្យមានបញ្ហាក្រុមគ្រួសារ ជីវភាពក្នុងក្រុមគ្រួសារអីអញ្ចឹងទៅ,គឺចែកលុយអស់ចំនួនដប់ដុល្លារអីចឹមទៅ ដូច្នេះវាធ្វើឲ្យមានបញ្ហាគ្រុមគាត់គ្រុមគ្រុំគ្រុំគ្រុះអាចឹងកៅ,7_29.wav,16000
ឧទាហរណ៍ថា យើង មួយថ្ងៃយើងរកលុយបានចំនួន ៥ ដុល្លារ ប៉ុន្តែក្រុមគ្រួសាររបស់យើងហ្នឹង,ឧទ្សហរណ៍ថាយើងមួយថ្ងៃយើងរូលុយបានចំនួនប្រើនម្លាង ពិនថែក្រុមគ្រោះសាររបស់យើងហ្នឹង,7_28.wav,16000
